participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.control_correct,player.hours_stated_player,player.contr_task_0,player.contr_partner_0,player.contr_50noaudit_0,player.contr_50audit_0,player.contr_65noaudit_0,player.contr_35audit_0,player.contr_task,player.contr_partner,player.contr_50noaudit,player.contr_50audit,player.contr_65noaudit,player.contr_35audit,player.payoff,group.id_in_subsession,group.classifier_result,group.random_prob,group.treat,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,wx4yusz7,,0,18,19,stage_2,outro_feedback,2019-11-26 11:23:14.873120+00:00,1,,,8.30,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,,0,random,1,wsvwzsw8,,,,,,1
2,38gja0xv,,0,18,19,stage_2,outro_feedback,2019-11-26 11:23:14.879383+00:00,1,,,6.00,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,,0,random,1,wsvwzsw8,,,,,,1
1,acb857bo,,0,17,19,stage_2,payoff_show,2019-11-26 11:35:39.455329+00:00,1,,,9.50,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,,1,random,1,rk0opt55,,,,,,1
2,h7og1imv,,0,17,19,stage_2,payoff_show,2019-11-26 11:35:39.453235+00:00,1,,,6.00,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,,1,random,1,rk0opt55,,,,,,1
1,58efrxdy,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,0.00,1,,,random,1,6o27q3fl,,,,,,1
2,cm392tgr,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,0.00,1,,,random,1,6o27q3fl,,,,,,1
1,qcaqlm8x,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,0.00,1,,,random,1,wioc2t14,,,,,,1
2,6nnfjlah,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,0.00,1,,,random,1,wioc2t14,,,,,,1
1,h4jcseru,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,0.00,1,,,random,1,91bp60uj,,,,,,1
2,4oh1e6d2,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,0.00,1,,,random,1,91bp60uj,,,,,,1
1,13k4262b,PC_4,0,19,19,stage_2,outro,2019-11-26 13:06:36.595403+00:00,1,,,9.50,1,0,15,1,2,50,50,65,25,1,2,50,50,65,35,0.00,1,,1,random,1,lz7dyuw7,,,,,,0
2,bgb6kfog,PC_10,0,19,19,stage_2,outro,2019-11-26 13:06:36.644501+00:00,1,,,9.50,2,0,15,1,1,50,50,65,35,1,2,50,50,65,35,0.00,1,,1,random,1,lz7dyuw7,,,,,,0
3,jemdgnjp,PC_3,0,19,19,stage_2,outro,2019-11-26 13:06:36.655690+00:00,1,,,10.30,1,1,17,1,2,50,50,65,35,,,,,,,0.00,2,,0,random,1,lz7dyuw7,,,,,,0
4,5t4153nm,PC_6,0,19,19,stage_2,outro,2019-11-26 13:06:36.680806+00:00,1,,,9.30,2,0,17,1,2,50,50,65,50,1,2,50,50,65,35,0.00,2,,0,random,1,lz7dyuw7,,,,,,0
5,wmznqgle,PC_1,0,19,19,stage_2,outro,2019-11-26 13:06:36.666101+00:00,1,,,7.00,1,1,50,1,2,50,50,65,35,,,,,,,0.00,3,,1,random,1,lz7dyuw7,,,,,,0
6,for718dj,PC_12,0,19,19,stage_2,outro,2019-11-26 13:06:36.708519+00:00,1,,,6.00,2,0,50,1,1,20,60,90,45,1,2,50,50,65,35,0.00,3,,1,random,1,lz7dyuw7,,,,,,0
7,k91ypf06,PC_9,0,19,19,stage_2,outro,2019-11-26 13:06:36.706661+00:00,1,,,8.00,1,0,30,2,2,50,60,65,40,1,2,50,50,65,35,0.00,4,,0,random,1,lz7dyuw7,,,,,,0
8,7xfwb0zu,PC_8,0,19,19,stage_2,outro,2019-11-26 13:06:36.777476+00:00,1,,,9.00,2,1,30,1,2,50,50,65,35,,,,,,,0.00,4,,0,random,1,lz7dyuw7,,,,,,0
9,dirw21la,PC_14,0,19,19,stage_2,outro,2019-11-26 13:06:36.783403+00:00,1,,,6.00,1,0,50,1,2,50,50,65,25,1,2,50,50,65,35,0.00,5,,0,random,1,lz7dyuw7,,,,,,0
10,biwxsqhs,PC_2,0,19,19,stage_2,outro,2019-11-26 13:06:36.816390+00:00,1,,,6.00,2,0,50,1,2,50,50,65,25,1,2,50,50,65,35,0.00,5,,0,random,1,lz7dyuw7,,,,,,0
11,h5s37olr,PC_5,0,19,19,stage_2,outro,2019-11-26 13:06:37.047165+00:00,1,,,7.00,1,1,50,1,2,50,50,65,35,,,,,,,0.00,6,,1,random,1,lz7dyuw7,,,,,,0
12,74xuezf4,PC_13,0,19,19,stage_2,outro,2019-11-26 13:06:36.844071+00:00,1,,,6.00,2,0,50,1,2,50,50,65,25,1,2,50,50,65,35,0.00,6,,1,random,1,lz7dyuw7,,,,,,0
13,4cuvzyul,PC_7,0,19,19,stage_2,outro,2019-11-26 13:06:36.900657+00:00,1,,,8.00,1,1,40,1,2,50,50,65,35,,,,,,,0.00,7,,1,random,1,lz7dyuw7,,,,,,0
14,q0k1uimp,PC_11,0,19,19,stage_2,outro,2019-11-26 13:06:37.031721+00:00,1,,,7.00,2,0,40,1,2,50,50,65,50,1,2,50,50,65,35,0.00,7,,1,random,1,lz7dyuw7,,,,,,0
