participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.classifier_result_player,player.control_correct,player.hours_stated,player.contr_task_0,player.contr_partner_0,player.contr_50noaudit_0,player.contr_50audit_0,player.contr_65noaudit_0,player.contr_35audit_0,player.contr_task,player.contr_partner,player.contr_50noaudit,player.contr_50audit,player.contr_65noaudit,player.contr_35audit,player.payoff,group.id_in_subsession,group.classifier_result,group.random_prob,group.treat,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,xhdjy621,PC_12,0,13,14,stage_2,outro_feedback,2019-12-04 17:01:47.431571+00:00,1,,,9.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,6,1,,pred,1,k3zwj055,,,,,,0
13,g89c7s1t,PC_13,0,13,14,stage_2,outro_feedback,2019-12-04 17:01:56.536523+00:00,1,,,8.80,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00,7,1,,pred,1,k3zwj055,,,,,,0
14,8zualm76,PC_14,0,13,14,stage_2,outro_feedback,2019-12-04 17:02:05.318921+00:00,1,,,8.90,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00,7,1,,pred,1,k3zwj055,,,,,,0
1,dffd8i85,,0,0,14,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,1,,,pred,1,t8yposlc,,,,,,1
2,aslqemvu,,0,0,14,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,1,,,pred,1,t8yposlc,,,,,,1
3,0an74cpv,,0,0,14,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,2,,,pred,1,t8yposlc,,,,,,1
4,5yyir1ss,,0,0,14,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,2,,,pred,1,t8yposlc,,,,,,1
5,79ev149k,,0,0,14,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,3,,,pred,1,t8yposlc,,,,,,1
6,adg5db01,,0,0,14,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,3,,,pred,1,t8yposlc,,,,,,1
1,3t9lq6s0,PC_1,0,10,14,stage_2,questions_expdem,2019-12-05 08:50:29.686198+00:00,1,,,0.00,1,1,0,22,1,2,60,60,70,50,0,0,0,0,0,0,0.00,1,1,,pred,1,89y4yo5n,,,,,,0
2,ik8xar2u,PC_2,0,10,14,stage_2,questions_expdem,2019-12-05 08:50:42.249816+00:00,1,,,0.00,2,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,89y4yo5n,,,,,,0
1,nei1yv0i,,0,10,14,stage_2,questions_expdem,2019-12-05 08:59:38.914221+00:00,1,,,0.00,1,1,1,22,1,2,60,60,70,50,,,,,,,0.00,1,1,,pred,1,0bltwkca,,,,,,1
2,jtf1awkt,,0,10,14,stage_2,questions_expdem,2019-12-05 08:59:38.917031+00:00,1,,,0.00,2,1,0,33,1,1,60,60,60,60,1,2,60,60,70,50,0.00,1,1,,pred,1,0bltwkca,,,,,,1
1,egntqpjt,,0,5,19,stage_1,check_understanding,2019-12-05 09:03:31.219727+00:00,1,,,0.00,1,,0,,0,0,0,0,0,0,,,,,,,0.00,1,,,pred,1,bu9o2cvi,,,,,,1
2,oavjggcd,,0,5,19,stage_1,check_understanding,2019-12-05 09:03:31.217390+00:00,1,,,0.00,2,,0,,0,0,0,0,0,0,,,,,,,0.00,1,,,pred,1,bu9o2cvi,,,,,,1
1,e6dr9e8p,,0,15,19,stage_2,questions_expdem,2019-12-05 09:04:56.744474+00:00,1,,,0.00,1,1,1,22,1,2,60,60,70,50,,,,,,,0.00,1,1,,pred,1,dmhbg8j2,,,,,,1
2,moy2n0pj,,0,15,19,stage_2,questions_expdem,2019-12-05 09:04:56.747170+00:00,1,,,0.00,2,1,1,22,1,2,60,60,70,50,,,,,,,0.00,1,1,,pred,1,dmhbg8j2,,,,,,1
1,hic2m5kx,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,1,,,pred,1,m0sr2bjc,,,,,,1
2,xa1mre1t,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,1,,,pred,1,m0sr2bjc,,,,,,1
1,wvporh94,PC_1,0,13,19,stage_2,questions_moral,2019-12-05 09:09:11.535326+00:00,1,,,0.00,1,1,1,10,1,2,60,60,70,50,,,,,,,0.00,1,1,,pred,1,6otdxidk,,,,,,0
2,fy27rdt6,PC_2,0,15,19,stage_2,questions_expdem,2019-12-05 09:09:25.140242+00:00,1,,,0.00,2,1,1,10,1,2,60,60,70,50,,,,,,,0.00,1,1,,pred,1,6otdxidk,,,,,,0
3,cgn57xpk,PC_3,0,4,19,stage_1,check_understanding_0,2019-12-05 09:09:34.761485+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,0.00,2,,,pred,1,6otdxidk,,,,,,0
4,v087kfii,PC_4,0,4,19,stage_1,check_understanding_0,2019-12-05 09:09:53.386732+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,0.00,2,,,pred,1,6otdxidk,,,,,,0
5,xbhw8klf,PC_5,0,4,19,stage_1,check_understanding_0,2019-12-05 09:10:19.810405+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,0.00,3,,,pred,1,6otdxidk,,,,,,0
6,uakowkqt,PC_6,0,4,19,stage_1,check_understanding_0,2019-12-05 09:10:29.162828+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,0.00,3,,,pred,1,6otdxidk,,,,,,0
1,jpnpwszj,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:16.891784+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,8djinnhj,,,,,,1
2,gf7ehjyd,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:23.272033+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,8djinnhj,,,,,,1
3,fnasjjiu,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:26.220213+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,8djinnhj,,,,,,1
4,kgdelpjp,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:28.647591+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,8djinnhj,,,,,,1
5,tgxwq6pq,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:30.573117+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,3,1,,pred,1,8djinnhj,,,,,,1
6,9tp47osb,,0,16,19,stage_2,payoff_wait,2019-12-05 09:16:32.922529+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,3,1,,pred,1,8djinnhj,,,,,,1
1,juoz0b1w,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:20.356248+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,w76d4dd2,,,,,,1
2,2onzkusd,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:22.637883+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,w76d4dd2,,,,,,1
3,n8gq4xf7,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:24.783225+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,w76d4dd2,,,,,,1
4,ebca62uv,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:27.300742+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,w76d4dd2,,,,,,1
5,ppf5ro4o,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:29.416770+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,3,1,,pred,1,w76d4dd2,,,,,,1
6,ex2lrfb6,,0,16,19,stage_2,payoff_wait,2019-12-05 09:21:31.426493+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,3,1,,pred,1,w76d4dd2,,,,,,1
1,d6aryw8v,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,1,,,pred,1,2nj5ir4v,,,,,,1
2,gwen4ywz,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,1,,,pred,1,2nj5ir4v,,,,,,1
3,uioxsv1d,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,2,,,pred,1,2nj5ir4v,,,,,,1
4,nn0m2qm4,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,2,,,pred,1,2nj5ir4v,,,,,,1
5,49bki0q9,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,3,,,pred,1,2nj5ir4v,,,,,,1
6,sq7kcjfm,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,3,,,pred,1,2nj5ir4v,,,,,,1
1,nwsibxyw,,0,16,19,stage_2,payoff_wait,2019-12-05 09:31:24.771742+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,ku4zljkz,,,,,,1
2,fg6hv1os,,0,16,19,stage_2,payoff_wait,2019-12-05 09:31:29.641435+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,ku4zljkz,,,,,,1
3,b2n6i1h4,,0,16,19,stage_2,payoff_wait,2019-12-05 09:31:31.903010+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,ku4zljkz,,,,,,1
4,3x5xn31u,,0,16,19,stage_2,payoff_wait,2019-12-05 09:31:34.087593+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,ku4zljkz,,,,,,1
1,0xfcsa7a,,0,16,19,stage_2,payoff_wait,2019-12-05 09:44:46.724589+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,hh9v5q8m,,,,,,1
2,ytrhiqju,,0,16,19,stage_2,payoff_wait,2019-12-05 09:44:50.187646+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,hh9v5q8m,,,,,,1
3,gnxwihod,,0,16,19,stage_2,payoff_wait,2019-12-05 09:44:52.058728+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,hh9v5q8m,,,,,,1
4,f31shxfp,,0,16,19,stage_2,payoff_wait,2019-12-05 09:44:54.134228+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,hh9v5q8m,,,,,,1
1,4zw36jyw,,0,16,19,stage_2,payoff_wait,2019-12-05 09:53:07.074334+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,byznhutx,,,,,,1
2,ixhmrgj8,,0,16,19,stage_2,payoff_wait,2019-12-05 09:53:09.400937+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,1,,pred,1,byznhutx,,,,,,1
3,ves7igc2,,0,16,19,stage_2,payoff_wait,2019-12-05 09:53:11.424572+00:00,1,,,0.00,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,byznhutx,,,,,,1
4,pf155c7y,,0,16,19,stage_2,payoff_wait,2019-12-05 09:53:13.640580+00:00,1,,,0.00,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2,1,,pred,1,byznhutx,,,,,,1
1,1q8tg1w9,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,1,,,pred,1,twqtk47g,,,,,,1
2,9f13pwqo,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,1,,,pred,1,twqtk47g,,,,,,1
3,qmn7qrox,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,0.00,2,,,pred,1,twqtk47g,,,,,,1
4,y8dauury,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,0.00,2,,,pred,1,twqtk47g,,,,,,1
1,trbgut1e,PC_1,0,8,19,stage_1,chat_wait,2019-12-05 10:05:19.912126+00:00,1,,,0.00,1,,0,,1,2,60,60,50,50,1,2,60,60,70,50,0.00,1,,,pred,1,advbl96w,,,,,,0
2,shq3petg,PC_2,0,8,19,stage_1,chat_wait,2019-12-05 10:05:34.690165+00:00,1,,,0.00,2,,0,,1,1,60,60,70,50,1,2,60,60,70,50,0.00,1,,,pred,1,advbl96w,,,,,,0
3,uaiukij2,PC_3,0,15,19,stage_2,questions_expdem,2019-12-05 10:05:44.173006+00:00,1,,,0.00,1,1,0,10,1,2,60,60,60,50,1,2,60,60,70,50,0.00,2,1,,pred,1,advbl96w,,,,,,0
4,chr1rr3g,PC_4,0,15,19,stage_2,questions_expdem,2019-12-05 10:05:53.627300+00:00,1,,,0.00,2,1,1,10,1,2,60,60,70,50,,,,,,,0.00,2,1,,pred,1,advbl96w,,,,,,0
5,qltagad4,PC_5,0,8,19,stage_1,chat_wait,2019-12-05 10:05:59.995420+00:00,1,,,0.00,1,,1,,1,2,60,60,70,50,,,,,,,0.00,3,,,pred,1,advbl96w,,,,,,0
6,efauze5z,PC_6,0,8,19,stage_1,chat_wait,2019-12-05 10:06:06.544653+00:00,1,,,0.00,2,,1,,1,2,60,60,70,50,,,,,,,0.00,3,,,pred,1,advbl96w,,,,,,0
7,iwkx2i5i,PC_7,0,8,19,stage_1,chat_wait,2019-12-05 10:06:26.571667+00:00,1,,,0.00,1,,1,,1,2,60,60,70,50,,,,,,,0.00,4,,,pred,1,advbl96w,,,,,,0
8,0r3owf5n,PC_8,0,8,19,stage_1,chat_wait,2019-12-05 10:06:37.649471+00:00,1,,,0.00,2,,0,,3,2,60,60,70,60,1,2,60,60,70,50,0.00,4,,,pred,1,advbl96w,,,,,,0
